asset_id,original_file,brand_detected,category,visual_role,source_type,source_url,rights_status,commercial_use_allowed,derivative_allowed,needs_masking,masking_targets,risk_level,approved_for_generation,notes
asset_000580,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_023.jpg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000581,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_024.jpg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000582,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_025.jpg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000583,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_026.jpg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000584,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_027.jpg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000585,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_028.jpg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000586,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_029.jpg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000587,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_030.jpg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000588,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_031.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000589,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_032.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000590,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_033.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000591,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_035.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000592,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_036.png,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000593,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_037.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000594,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_038.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000595,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_039.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000596,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_040.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000597,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_041.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000598,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_042.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000599,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_043.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000600,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_044.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000601,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_045.jpeg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000602,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_046.jpg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000603,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\03_counter_kiosk_order\02_subway_03_counter_kiosk_order_047.jpg,써브웨이,counter,evidence,self_shot,,owned,True,True,True,"phone_number,private_document,staff_name_tag",medium,False,
asset_000604,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_001.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000605,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_002.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000606,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_003.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000607,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_004.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000608,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_005.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000609,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_006.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000610,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_007.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000611,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_008.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000612,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_009.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000613,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_010.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000614,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_011.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000615,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_012.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000616,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_013.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000617,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_014.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000618,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_015.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000619,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_016.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000620,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_017.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000621,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_018.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000622,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_019.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000623,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_020.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000624,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_021.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000625,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_022.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000626,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_023.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000627,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_024.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000628,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_025.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000629,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_026.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000630,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_027.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000631,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_028.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000632,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_029.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000633,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_030.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000634,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_031.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000635,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_032.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000636,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_033.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000637,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_034.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000638,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_035.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000639,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\05_food_drink_menu\02_subway_05_food_drink_menu_036.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000640,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\06_menu_promotion\02_subway_06_menu_promotion_001.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000641,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\06_menu_promotion\02_subway_06_menu_promotion_002.jpg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000642,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\06_menu_promotion\02_subway_06_menu_promotion_003.jpeg,써브웨이,menu,mood,self_shot,,owned,True,True,True,third_party_poster_or_campaign,medium,False,
asset_000643,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\02_subway\99_review_needed\02_subway_99_review_needed_001.jpg,써브웨이,unknown,reference_only,self_shot,,owned,True,True,False,,medium,False,
asset_000644,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_001.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000645,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_002.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000646,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_003.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000647,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_004.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000648,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_005.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000649,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_006.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000650,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_007.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000651,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_008.jpeg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000652,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_009.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000653,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_010.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000654,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_011.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000655,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_012.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000656,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\01_exterior_signage\03_lotteria_01_exterior_signage_013.jpg,롯데리아,exterior,hero,self_shot,,owned,True,True,True,"license_plate,phone_number,store_branch_name",medium,False,
asset_000657,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_001.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000658,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_002.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000659,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_003.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000660,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_004.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000661,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_005.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000662,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_006.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000663,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_007.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000664,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_008.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000665,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_009.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000666,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_010.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000667,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_011.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000668,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_012.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000669,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_013.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000670,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_014.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000671,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_015.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000672,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_016.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000673,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_017.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000674,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_018.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000675,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_019.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000676,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_020.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000677,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_021.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000678,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_022.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000679,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_023.jpg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000680,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_024.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000681,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_025.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000682,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_026.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000683,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_027.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000684,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_028.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000685,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_029.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000686,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_030.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000687,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_031.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000688,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_032.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000689,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_033.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
asset_000690,C:\Users\home\Documents\detailpages\franchise-photo-library\_ready-for-detail-page\03_lotteria\02_interior_seating\03_lotteria_02_interior_seating_034.jpeg,롯데리아,interior,evidence,self_shot,,owned,True,True,False,,low,False,
